first_name,last_name,birth_date,player_id,season,season_type,league,team,games,starts,minutes,points,plus_minus,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,blocked_shot_attempts,offensive_rebounds,defensive_rebounds,assists,screen_assists,turnovers,steals,deflections,loose_balls_recovered,blocked_shots,personal_fouls,personal_fouls_drawn,offensive_fouls,charges_drawn,technical_fouls,flagrant_fouls,ejections,points_off_turnovers,points_in_paint,second_chance_points,fast_break_points,possessions,estimated_possessions,calculated_possessions,plays_used,team_possessions,usage_percentage,true_shooting_percentage,three_point_attempt_rate,free_throw_rate,offensive_rebounding_percentage,defensive_rebounding_percentage,total_rebounding_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,internal_box_plus_minus
delia,parrillo,1987-11-18,239461,2018,Full Season,NBA,Jazz,93,92,2960.9667,1100,290,153,298,239,541,77,100,25,29,363,429,34,185,97,216,105,22,207,0,0,0,4,0,0,0,0,0,0,6298.5,5919.4696,6298.5,1076,8954.2731,16.1943,0.6229,0.6448,0.1192,2.3503,15.2453,6.6592,21.819,1.6202,0.436,17.3221,2.2266
delia,parrillo,1987-11-18,239461,2019,Full Season,NBA,Jazz,87,87,2718.1167,1026,395,174,327,197,512,87,123,31,38,316,494,33,201,109,225,82,20,194,0,0,0,7,1,0,0,0,0,0,6008.5,5674.9736,6008.5,1100,8750.108,17.2023,0.5744,0.6103,0.1466,1.3913,14.406,6.8208,25.358,2.2083,1.0643,18.3709,1.3517
delia,parrillo,1987-11-18,239461,2020,Full Season,NBA,Jazz,79,52,2370.75,771,277,113,214,155,393,80,100,21,28,274,406,54,146,69,174,62,12,169,0,0,8,7,0,0,0,0,0,0,5056,4839.864,5056,792,7782.1624,14.7815,0.5922,0.6474,0.1647,2.5472,11.7022,6.0685,25.7245,1.3355,0.8847,18.3187,0.6789
delia,parrillo,1987-11-18,239461,2021,Full Season,NBA,Jazz,31,9,821.25,353,178,47,73,75,165,34,38,6,13,88,139,13,47,14,32,13,8,54,0,0,1,2,0,0,0,0,0,0,1805.5,1686.1532,1805.5,306,3449.2997,15.7741,0.6929,0.6933,0.1597,2.1416,9.8856,6.0264,22.4411,1.0133,0.4986,15.5774,3.9753
delia,parrillo,1987-11-18,239461,2012,Full Season,EuroLeague,Lions,21,2,278.92,91,NA,24,49,9,39,16,20,3,8,28,29,0,18,12,0,0,1,20,24,0,0,0,0,0,0,0,0,0,470.2923,470.2923,NA,NA,1416.35,20.9664,0.47,0.4432,0.2273,3.8235,13.5899,7.6335,16.5749,2.6783,0.2556,15.6794,2.262
delia,parrillo,1987-11-18,239461,2012,Full Season,Spain - ACB,Lions,39,4,580.02,197,NA,33,66,29,77,44,59,3,4,49,57,0,45,29,0,0,4,43,65,0,0,0,0,0,0,0,0,0,989.372,989.372,NA,NA,3095.9588,18.5751,0.583,0.5385,0.4126,0.414,10.6254,5.9068,14.4739,3.1789,0.6971,21.032,3.1069
delia,parrillo,1987-11-18,239461,2013,Full Season,EuroLeague,Lions,29,16,583.34,175,NA,29,58,28,71,33,42,6,10,52,32,0,30,12,0,0,3,41,32,0,0,0,0,0,0,0,0,0,1002.5711,1002.5711,NA,NA,2148.3282,15.643,0.5933,0.5504,0.3256,2.1589,12.7931,8.8126,11.3189,1.1736,0.7355,16.9033,4.1753
delia,parrillo,1987-11-18,239461,2013,Full Season,Spain - ACB,Lions,32,14,614.33,203,NA,35,71,34,87,31,41,3,11,59,41,0,22,18,0,0,3,53,42,0,0,0,0,0,0,0,0,0,1060.7836,1060.7836,NA,NA,3125.3893,16.1638,0.5766,0.5506,0.2595,2.9345,12.4276,7.0222,8.848,1.5415,0.5213,11.1089,2.974
delia,parrillo,1987-11-18,239461,2014,Full Season,EuroLeague,Buffaloes,30,13,685.97,193,NA,40,74,30,73,23,33,1,13,78,88,0,38,23,0,0,2,56,62,0,0,0,0,0,0,0,0,0,1185.9525,1185.9525,NA,NA,2091.9319,14.8685,0.5974,0.4966,0.2245,2.0884,12.8386,9.7505,19.8181,2.1009,0.1545,19.0457,3.0499
freije,trent,1995-04-26,917205,2018,Full Season,Italy - Liga A,Billikens,3,3,69,18,NA,6,20,1,5,3,5,1,5,11,4,0,13,3,0,0,1,7,5,0,0,0,0,0,0,0,0,0,124.2773,124.2773,NA,NA,2179.3551,28.688,0.3309,0.2,0.2,8.7615,19.5693,15.885,9.6027,2.3188,1.6165,32.3383,-14.6262
freije,trent,1995-04-26,917205,2019,Full Season,EuroCup,Cardinals,15,6,269.97,80,NA,22,58,8,28,12,15,5,7,52,34,0,25,14,0,0,4,33,14,0,0,0,0,0,0,0,0,0,483.8351,483.8351,NA,NA,1146.9922,21.5525,0.432,0.3256,0.1744,3.5628,28.5998,14.7921,18.341,3.1016,1.9891,21.2585,-2.7084
freije,trent,1995-04-26,917205,2021,Full Season,EuroCup,Flames,12,7,181,61,NA,18,38,5,22,10,13,1,7,33,13,0,10,6,0,0,4,22,20,0,0,0,0,0,0,0,0,0,319.5798,319.5798,NA,NA,981.6927,19.7741,0.4641,0.3667,0.2167,4.369,25.9547,15.4769,10.9394,2.2624,2.4468,13.2066,0.569
kesteloot,cain,1994-01-13,803227,2021,Full Season,EuroCup,Mastodons,14,1,367.38,218,NA,39,75,20,66,80,94,3,4,25,50,0,27,15,0,0,1,38,87,0,0,0,0,0,0,0,0,0,661.8939,661.8939,NA,NA,1016.1111,27.8819,0.5977,0.4681,0.6667,1.821,9.5126,6.8389,26.3596,2.7374,0.8305,12.8964,3.4298
pat,laettner,1975-05-20,689077,2010,Full Season,NBA,NA,28,24,864.2833,385,-36,127,291,9,25,104,131,23,16,63,113,0,64,19,0,0,2,48,0,0,0,1,0,0,0,0,0,0,1743,1653.4296,1743,449,7571.8265,22.9659,0.5146,0.0793,0.4143,3.6486,7.7768,6.7061,23.0761,1.1375,0.1717,14.5818,-2.9101
ben,yanyuhang,1986-04-18,322382,2012,Full Season,EuroLeague,Huskies,20,20,506.04,181,NA,56,107,15,44,24,30,12,12,44,77,0,36,19,0,0,0,46,53,0,0,0,0,0,0,0,0,0,876.7204,876.7204,NA,NA,1386.0165,20.1135,0.5512,0.2914,0.1987,2.4364,12.6137,7.809,27.3754,1.8271,0,17.982,2.0637
ben,yanyuhang,1986-04-18,322382,2012,Full Season,Spain - ACB,Huskies,36,35,928.96,391,NA,110,210,31,81,78,103,13,27,92,103,0,64,32,0,0,0,80,103,0,0,0,0,0,0,0,0,0,1659.4424,1659.4424,NA,NA,2608.0841,21.2652,0.5813,0.2784,0.354,4.0274,13.0565,9.8493,20.1625,1.6625,0,15.9872,1.5377
ben,yanyuhang,1986-04-18,322382,2013,Full Season,EuroLeague,Pilots,30,6,551.43,149,NA,38,66,13,43,34,44,8,17,39,38,0,31,15,0,0,0,49,52,0,0,0,0,0,0,0,0,0,946.6844,946.6844,NA,NA,2077.2909,14.9434,0.5804,0.3945,0.4037,4.2854,10.3661,7.3396,14.2621,1.6467,0,19.4528,1.7894
ben,yanyuhang,1986-04-18,322382,2014,Full Season,EuroLeague,Pilots,30,7,517.8,145,NA,39,64,13,43,28,34,5,11,36,60,0,22,20,0,0,1,40,48,0,0,0,0,0,0,0,0,0,863.9072,863.9072,NA,NA,2102.2142,14.7787,0.5945,0.4019,0.3178,4.4025,8.3959,5.5613,18.5754,2.3546,0.5124,15.282,2.8644
ben,yanyuhang,1986-04-18,322382,2015,Full Season,EuroLeague,Pilots,28,19,608.38,201,NA,57,93,20,49,27,35,8,17,50,87,0,29,26,0,0,1,39,47,0,0,0,0,0,0,0,0,0,1095.5191,1095.5191,NA,NA,2187.887,14.7909,0.6385,0.3451,0.2465,4.5633,11.0517,7.3566,21.4274,2.5851,0.0086,15.5579,4.128
ben,yanyuhang,1986-04-18,322382,2016,Full Season,EuroLeague,Pilots,24,18,368.92,109,NA,30,52,11,38,16,24,4,6,25,54,0,23,9,0,0,1,42,32,0,0,0,0,0,0,0,0,0,672.8315,672.8315,NA,NA,2133.8381,16.2243,0.542,0.4222,0.2667,2.1394,10.2272,6.3027,23.8581,1.2708,0.0108,18.6144,-1.6028
ben,yanyuhang,1986-04-18,322382,2017,Full Season,EuroLeague,Pilots,34,29,736.64,259,NA,65,120,31,65,36,49,7,10,39,121,0,56,25,0,0,2,56,64,0,0,0,0,0,0,0,0,0,1356.1381,1356.1381,NA,NA,2595.4698,17.072,0.6269,0.3514,0.2649,3.2891,7.7561,6.0908,27.6877,2.1342,0.5833,21.3285,0.2304
ben,yanyuhang,1986-04-18,322382,2020,Full Season,EuroLeague,Buffaloes,12,2,210.31,51,NA,11,23,7,18,8,11,4,4,15,20,0,14,3,0,0,0,26,15,0,0,0,0,0,0,0,0,0,381.8025,381.8025,NA,NA,2114.9654,13.6492,0.5563,0.439,0.2683,1.4172,10.4517,4.8206,13.1751,0.9007,0,23.3957,-3.081
gobert,vonleh,1986-02-17,974609,2010,Full Season,NBA,NA,12,0,74.55,20,-9,5,14,1,6,7,12,3,2,6,14,0,11,3,0,0,2,7,0,0,0,0,0,0,0,0,0,0,160.5,142.2717,160.5,37,8006.0532,22.2143,0.4012,0.3074,0.5193,2.6143,9.5252,6.3385,25.8218,2.0452,2.1456,29.3992,-6.7075
gobert,vonleh,1986-02-17,974609,2014,Full Season,EuroCup,Fighting Camels,13,10,261.86,77,NA,25,60,3,14,18,29,6,15,35,50,0,30,11,0,0,0,35,37,0,0,0,0,0,0,0,0,0,467.9944,467.9944,NA,NA,1161.6719,21.2103,0.4438,0.1892,0.3919,6.5283,17.1392,11.6899,33.6947,2.6132,0,25.6937,1.7711
nnanna,patton,1985-10-14,508232,2010,Full Season,NBA,NA,28,0,122.3667,23,-46,8,26,1,4,4,6,4,9,13,4,0,13,2,0,0,4,21,0,0,0,0,0,0,0,0,0,0,262,233.2081,262,46,8525.6011,17.3362,0.3674,0.1256,0.2233,10.4281,13.8071,10.0224,6.0397,0.6746,2.9241,29.7662,-11.5539
nnanna,patton,1985-10-14,508232,2011,Full Season,NBA,Kings,59,2,485.8167,187,-77,74,147,3,11,30,49,11,49,45,14,0,23,12,0,0,3,61,0,0,0,0,0,0,0,0,0,0,1064,963.5852,1064,206,7876.2157,18.0465,0.5207,0.0696,0.3101,11.1942,9.8068,11.2989,2.9252,1.1421,0.2468,11.3547,-3.4455
nnanna,patton,1985-10-14,508232,2012,Full Season,EuroCup,Antelopes,14,4,256.79,112,NA,44,77,0,2,24,45,9,18,33,10,0,15,10,0,0,6,49,31,0,0,0,0,0,0,0,0,0,443.8951,443.8951,NA,NA,968.0229,21.8029,0.5668,0.0253,0.5696,9.54,16.6312,14.8027,8.2643,2.6844,3.0122,13.181,1.515
barford,jones,1994-09-12,953532,2021,Full Season,Spain - ACB,Fighting Irish,2,0,24.97,11,NA,0,3,2,3,5,6,1,0,1,0,0,4,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,45.2039,45.2039,NA,NA,1519.3013,24.1754,0.6366,0.5,1,0,4.3962,1.7696,0,0,0,31.6456,-12.9983
alberto,williams-goss,1989-09-15,805467,2021,Full Season,Spain - ACB,Lancers,2,1,51.66,17,NA,3,12,3,11,2,3,0,1,5,5,0,4,1,0,0,0,9,4,0,0,0,0,0,0,0,0,0,93.5126,93.5126,NA,NA,1375.7208,26.1153,0.3495,0.4783,0.1304,2.3768,12.7535,6.4403,17.6255,1.3676,0,14.1243,-10.8379
jefferson,christie,1981-10-27,833143,2012,Full Season,EuroCup,Eagles,6,3,134.17,50,NA,7,12,10,24,6,8,0,1,16,6,0,6,4,0,0,0,17,4,0,0,0,0,0,0,0,0,0,251.3096,251.3096,NA,NA,449.5364,16.1917,0.6326,0.6667,0.2222,1.9899,14.3957,8.0646,6.4753,2.0074,0,13.181,-1.3412
biordi,baron,1991-07-28,657324,2017,Full Season,NBA,Mavericks,8,1,84.4,35,55,10,28,3,11,6,7,2,1,8,19,0,3,2,7,2,0,5,0,0,1,0,0,0,0,0,0,0,178,162.1341,178,47,7599.5565,25.1965,0.4159,0.2821,0.1795,2.019,10.7908,6.3778,36.1017,1.1048,0,6.6548,-4.3101
biordi,baron,1991-07-28,657324,2014,Full Season,EuroLeague,Blue Demons,6,0,49.23,20,NA,5,11,0,4,10,14,1,0,8,8,0,5,2,0,0,0,7,15,0,0,0,0,0,0,0,0,0,84.7969,84.7969,NA,NA,1653.5525,26.6033,0.4726,0.2667,0.9333,0,20.6921,11.8896,27.4025,2.0709,0,19.1131,-3.4987
biordi,baron,1991-07-28,657324,2017,Full Season,EuroCup,Volunteers,2,2,68.29,67,NA,11,20,9,15,18,22,2,2,5,12,0,6,2,0,0,0,6,13,0,0,0,0,0,0,0,0,0,126.8491,126.8491,NA,NA,1040.2033,33.947,0.7498,0.4286,0.6286,4.1986,7.8153,5.7198,39.078,2.0335,0,11.839,11.9548
biordi,baron,1991-07-28,657324,2018,Full Season,EuroLeague,Buffaloes,29,28,743.35,420,NA,79,177,54,147,100,116,16,12,73,123,0,77,28,0,0,1,73,130,0,0,0,0,0,0,0,0,0,1352.5135,1352.5135,NA,NA,2183.3701,28.8199,0.5599,0.4537,0.358,2.3547,14.232,7.9065,31.1852,1.8377,0.3368,17.0339,0.0936
vranjes,colson,1981-04-03,863781,2012,Full Season,EuroLeague,Boilermakers,10,10,256.42,91,NA,13,26,16,44,17,20,2,2,18,25,0,11,4,0,0,0,19,22,0,0,0,0,0,0,0,0,0,461.1584,461.1584,NA,NA,719.3726,17.0274,0.5774,0.6286,0.2857,0.7973,10.9718,6.3431,14.8436,0.622,0,12.2494,-0.3565
vranjes,colson,1981-04-03,863781,2013,Full Season,EuroLeague,Boilermakers,24,24,731.24,222,NA,31,66,36,91,52,61,5,16,52,57,0,39,7,0,0,2,53,69,0,0,0,0,0,0,0,0,0,1274.9947,1274.9947,NA,NA,1700.0337,15.3672,0.6038,0.5796,0.3885,4.4489,9.955,7.5931,12.4659,0.7743,0.0323,17.5013,1.0421
vranjes,colson,1981-04-03,863781,2014,Full Season,EuroCup,Boilermakers,6,6,129.95,40,NA,1,7,12,24,2,4,0,2,13,13,0,5,0,0,0,1,8,7,0,0,0,0,0,0,0,0,0,240.5857,240.5857,NA,NA,444.318,14.0892,0.6105,0.7742,0.129,1.9265,10.7462,8.5636,14.2104,0,0.3348,13.2415,-0.0111
vranjes,colson,1981-04-03,863781,2014,Full Season,EuroLeague,Boilermakers,10,8,203.06,69,NA,7,17,16,36,7,8,3,6,15,13,0,12,2,0,0,0,20,12,0,0,0,0,0,0,0,0,0,349.0928,349.0928,NA,NA,687.6678,16.5818,0.6104,0.6792,0.1509,2.9369,12.4889,7.5702,11.5223,0.2238,0,17.5131,-2.1161
jonathon,bullock,1987-06-18,289531,2021,Full Season,EuroLeague,Delta Devils,25,11,480.25,113,NA,28,77,11,30,24,29,9,29,52,31,0,13,11,0,0,3,51,38,0,0,0,0,0,0,0,0,0,804.6505,804.6505,NA,NA,1692.2407,14.3232,0.4718,0.2804,0.271,9.5058,18.0934,12.3833,11.6909,1.0122,1.3758,9.7921,-1.8528
sergio,maclean,1993-03-13,837771,2021,Full Season,Italy - Liga A,Pride,16,0,323,127,NA,11,27,25,74,30,35,3,5,19,13,0,18,4,0,0,0,37,30,0,0,0,0,0,0,0,0,0,593.2731,593.2731,NA,NA,1203.077,19.5395,0.5455,0.7327,0.3465,1.0549,5.9019,3.5772,8.1136,1.1038,0,13.3929,-5.547
norense,galloway,1987-11-25,807602,2011,Full Season,NBA,Nets,25,9,402.9333,110,-25,46,100,0,3,18,28,9,17,68,20,0,25,16,0,0,12,36,0,0,0,0,0,0,0,0,0,0,832,754.6094,832,145,7493.0312,16.1684,0.4769,0.0291,0.2718,5.3658,20.9953,11.7679,10.27,2.3664,2.472,17.8164,-2.5824
norense,galloway,1987-11-25,807602,2012,Full Season,NBA,Nets,7,7,170.4833,34,-26,13,34,0,1,8,12,4,7,26,3,0,12,7,0,0,7,17,0,0,0,0,0,0,0,0,0,0,337,320.1527,337,53,5968.004,14.0315,0.422,0.0286,0.3429,5.3943,20.2335,11.0556,5.3642,2.3931,3.2327,22.9533,-5.8662
norense,galloway,1987-11-25,807602,2013,Full Season,NBA,Nets,2,0,0.3833,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.7085,2.5,0,7988.0485,0,NA,NA,NA,0,98.8222,99.7769,0,0,0,NA,16.4979
norense,galloway,1987-11-25,807602,2014,Full Season,NBA,Spurs,5,1,50.35,6,12,2,7,0,2,2,2,0,1,11,3,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,103,99.0978,103,10,9958.9871,9.8199,0.3036,0.2222,0.2222,1.5499,24.1698,13.2116,9.3615,0,1.3505,9.1912,-4.8
norense,galloway,1987-11-25,807602,2016,Full Season,EuroCup,Cardinal,5,2,91.44,33,NA,10,28,2,8,7,10,1,3,22,4,0,7,2,0,0,1,10,10,0,0,0,0,0,0,0,0,0,157.5076,157.5076,NA,NA,706.2416,25.2381,0.4084,0.2222,0.2778,4.9024,30.8826,17.1939,7.9717,1.5553,1.1688,14.7679,-6.6414
salim,vukcevic,1987-03-24,809694,2021,Full Season,EuroCup,Terrapins,5,0,67.41,16,NA,5,17,1,6,3,4,1,4,9,3,0,5,4,0,0,1,9,4,0,0,0,0,0,0,0,0,0,123.3855,123.3855,NA,NA,732.1533,21.6306,0.3231,0.2609,0.1739,8.8004,16.8448,11.2634,10.2647,3.4729,1.9938,16.8011,-9.4694
r.j.,buycks,1990-07-14,358453,2018,Full Season,NBA,NA,36,10,686.45,336,-41,97,223,26,98,64,84,22,13,77,126,0,49,28,55,29,7,48,0,0,0,0,0,0,0,0,0,0,1560,1434.0689,1560,413,8259.6107,25.153,0.4691,0.3057,0.2622,3.53,13.2267,8.1329,29.2462,1.8888,1.0965,12.0372,0.596
r.j.,buycks,1990-07-14,358453,2015,Full Season,EuroLeague,Gators,16,6,307.29,178,NA,49,93,14,63,38,45,11,11,27,31,0,29,18,0,0,0,36,39,0,0,0,0,0,0,0,0,0,562.203,562.203,NA,NA,1756.3553,30.8561,0.5063,0.4038,0.2885,4.6447,11.285,6.8792,18.4186,2.8749,0,14.1602,-0.1241
r.j.,buycks,1990-07-14,358453,2015,Full Season,Spain - ACB,Gators,27,14,610.8,349,NA,79,154,44,116,59,67,10,14,49,78,0,40,31,0,0,2,78,69,0,0,0,0,0,0,0,0,0,1130.0321,1130.0321,NA,NA,2738.1412,26.2631,0.5827,0.4296,0.2481,4.2127,9.7783,5.5314,23.3431,2.8821,0.3608,11.7827,4.2168
r.j.,buycks,1990-07-14,358453,2016,Full Season,EuroLeague,Gators,29,0,615.59,289,NA,73,160,35,95,38,44,8,15,60,78,0,31,17,0,0,3,38,61,0,0,0,0,0,0,0,0,0,1123.2502,1123.2502,NA,NA,2162.2444,23.7989,0.5267,0.3725,0.1725,3.8741,12.9571,7.9667,27.3556,1.8593,0.7024,10.152,3.3337
r.j.,buycks,1990-07-14,358453,2016,Full Season,Spain - ACB,Gators,41,0,844.02,417,NA,105,201,38,126,93,114,10,18,65,114,0,64,29,0,0,6,67,117,0,0,0,0,0,0,0,0,0,1578.1825,1578.1825,NA,NA,3094.5967,24.4037,0.5528,0.3853,0.3486,3.1473,11.063,6.9362,23.1379,1.5106,1.2612,14.5072,2.427
r.j.,buycks,1990-07-14,358453,2017,Full Season,EuroLeague,Bison,25,1,566.81,328,NA,91,155,34,100,44,64,10,16,39,75,0,33,23,0,0,2,37,75,0,0,0,0,0,0,0,0,0,974.7011,974.7011,NA,NA,2312.8863,28.2493,0.5792,0.3922,0.251,4.3579,10.1561,5.3905,27.2223,2.6379,0.0085,10.4378,4.1229
r.j.,buycks,1990-07-14,358453,2018,Full Season,EuroLeague,Bison,12,11,306.25,194,NA,60,95,15,62,29,41,1,4,29,49,0,16,16,0,0,1,27,33,0,0,0,0,0,0,0,0,0,533.1615,533.1615,NA,NA,2393.7585,31.1129,0.5542,0.3949,0.2611,1.2604,15.1099,8.0667,33.3815,2.8203,0.7684,8.3752,7.3244
r.j.,buycks,1990-07-14,358453,2019,Full Season,EuroLeague,Black Bears,29,29,988.95,573,NA,116,246,67,207,140,170,19,11,102,186,0,75,38,0,0,1,75,144,0,0,0,0,0,0,0,0,0,1775.934,1775.934,NA,NA,2092.0842,29.1828,0.5428,0.457,0.3753,3.0367,15.4277,6.5024,34.5221,2.6732,0.0088,12.4419,3.3247
r.j.,buycks,1990-07-14,358453,2019,Full Season,Italy - Liga A,Black Bears,28,25,718,438,NA,82,177,64,189,82,105,8,12,82,141,0,54,38,0,0,3,46,95,0,0,0,0,0,0,0,0,0,1324.5919,1324.5919,NA,NA,2850.2708,30.6759,0.5313,0.5164,0.2869,1.251,13.9797,6.9766,37.791,2.8561,0.866,11.583,5.3425
r.j.,buycks,1990-07-14,358453,2020,Full Season,EuroLeague,Pilots,28,25,801.81,590,NA,104,228,79,188,145,174,16,13,80,120,0,83,19,0,0,3,46,166,0,0,0,0,0,0,0,0,0,1428.9062,1428.9062,NA,NA,2085.0472,34.3582,0.5989,0.4519,0.4183,3.5491,13.3477,8.7516,29.394,1.4893,0.4945,14.4207,6.4136
r.j.,buycks,1990-07-14,358453,2021,Full Season,EuroLeague,Pilots,22,12,691.86,451,NA,85,165,60,164,101,126,18,14,64,128,0,70,24,0,0,1,38,111,0,0,0,0,0,0,0,0,0,1197.4034,1197.4034,NA,NA,1773.9798,31.8099,0.5866,0.4985,0.383,3.3178,12.3408,7.6689,36.1431,2.1758,0.2612,15.4036,7.6553
jiri,van,1993-12-27,222854,2021,Full Season,EuroCup,Scarlet Knights,14,5,196.83,83,NA,35,63,0,5,13,27,6,30,16,8,0,15,3,0,0,2,33,20,0,0,0,0,0,0,0,0,0,345.6033,345.6033,NA,NA,983.2811,23.2079,0.5195,0.0735,0.3971,20.5719,10.2819,15.1938,9.9472,1.1096,1.5061,15.8094,-0.5321
khvostov,dolinin,1993-06-25,827429,2018,Full Season,EuroLeague,Delta Devils,28,0,331.59,107,NA,35,71,7,37,16,19,2,28,42,13,0,13,10,0,0,12,57,22,0,0,0,0,0,0,0,0,0,575.1235,575.1235,NA,NA,2081.3264,19.0228,0.4598,0.3426,0.1759,10.6469,20.5284,14.0468,5.8374,2.1255,4.1835,10.0495,-3.692
khvostov,dolinin,1993-06-25,827429,2019,Full Season,EuroCup,Scarlet Knights,13,9,202.8,64,NA,17,37,7,25,9,10,1,11,25,9,0,11,4,0,0,9,35,7,0,0,0,0,0,0,0,0,0,358.2042,358.2042,NA,NA,1130.438,18.7088,0.4819,0.4032,0.1613,6.3477,15.0789,10.9056,10.1061,1.0043,4.915,14.2119,-1.3357
khvostov,dolinin,1993-06-25,827429,2021,Full Season,EuroCup,Scarlet Knights,3,2,41.76,18,NA,2,7,4,9,2,2,1,5,1,0,0,1,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,73.3242,73.3242,NA,NA,983.2811,20.6138,0.5332,0.5625,0.125,16.3641,4.8304,11.3118,0,0,2.7449,5.5928,-3.3755
eyenga,lopez,1984-05-01,540547,2021,Full Season,EuroLeague,Great Danes,26,4,372.4,101,NA,26,44,4,20,37,39,3,20,78,22,0,19,14,0,0,3,42,36,0,0,0,0,0,0,0,0,0,630.0061,630.0061,NA,NA,1759.4223,14.0641,0.6222,0.3125,0.6094,9.3923,29.7628,20.1843,10.7643,2.5966,0.9214,18.9696,0.9735
reynolds,smith-rivera,1988-06-19,518297,2012,Full Season,Italy - Liga A,Golden Gophers,25,21,725,318,NA,59,144,52,137,44,63,13,18,73,43,0,52,23,0,0,2,62,76,0,0,0,0,0,0,0,0,0,1270.6013,1270.6013,NA,NA,2287.0823,24.2742,0.515,0.4875,0.2242,1.8218,13.2875,9.1316,10.6592,1.5695,0.085,14.4156,-1.5627
reynolds,smith-rivera,1988-06-19,518297,2013,Full Season,EuroLeague,Terriers,21,14,413.51,177,NA,24,54,40,84,9,14,4,8,27,33,0,14,13,0,0,3,36,17,0,0,0,0,0,0,0,0,0,721.4372,721.4372,NA,NA,1701.7168,19.2326,0.6139,0.6087,0.1014,3.5999,10.6712,4.6241,15.5035,2.0145,1.2665,8.8518,3.8074
reynolds,smith-rivera,1988-06-19,518297,2013,Full Season,Italy - Liga A,Terriers,40,21,746,262,NA,49,95,45,133,29,31,5,19,54,39,0,45,28,0,0,1,62,37,0,0,0,0,0,0,0,0,0,1328.469,1328.469,NA,NA,3499.2515,18.7736,0.5421,0.5833,0.136,2.3264,7.9243,6.8656,9.1573,2.1103,0.5214,15.6991,0.4719
reynolds,smith-rivera,1988-06-19,518297,2014,Full Season,Italy - Liga A,Terriers,31,6,715,274,NA,56,119,41,123,39,52,11,22,76,72,0,37,26,0,0,6,74,63,0,0,0,0,0,0,0,0,0,1204.6839,1204.6839,NA,NA,3108.59,21.5346,0.5172,0.5083,0.2149,5.3474,12.7212,7.9975,19.7786,2.3624,0.432,12.2565,2.8672
reynolds,smith-rivera,1988-06-19,518297,2015,Full Season,EuroLeague,Broncos,27,22,583.66,186,NA,31,67,37,110,13,20,6,7,45,43,0,31,20,0,0,1,59,31,0,0,0,0,0,0,0,0,0,1037.4691,1037.4691,NA,NA,1990.8117,18.3256,0.5005,0.6215,0.113,2.3032,8.746,7.0574,15.4042,1.7126,0.3507,14.2989,-0.827
reynolds,smith-rivera,1988-06-19,518297,2016,Full Season,EuroCup,Eagles,14,11,348.57,141,NA,23,54,27,66,14,19,5,3,33,18,0,14,7,0,0,2,28,27,0,0,0,0,0,0,0,0,0,640.7719,640.7719,NA,NA,1176.5114,19.6554,0.5492,0.55,0.1583,0.6006,10.7463,5.8983,7.8613,1.3507,1.1439,9.8342,-3.3299
reynolds,smith-rivera,1988-06-19,518297,2016,Full Season,EuroLeague,Bobcats,14,0,307.55,120,NA,19,36,24,61,10,10,0,9,16,19,0,18,5,0,0,1,32,13,0,0,0,0,0,0,0,0,0,526.6491,526.6491,NA,NA,2131.9467,19.4484,0.5917,0.6289,0.1031,3.4838,7.906,4.8917,14.5712,1.4077,0.1901,15.0754,0.2046
reynolds,smith-rivera,1988-06-19,518297,2017,Full Season,EuroCup,Bobcats,17,8,433.87,192,NA,38,75,28,84,32,40,2,7,37,47,0,36,16,0,0,5,32,49,0,0,0,0,0,0,0,0,0,742.2896,742.2896,NA,NA,1240.3783,24.3248,0.5436,0.5283,0.2516,1.4589,10.3438,6.3658,20.9078,2.4035,2.0608,16.9332,1.9515
reynolds,smith-rivera,1988-06-19,518297,2018,Full Season,EuroLeague,Gators,34,15,760.14,281,NA,38,72,62,160,19,21,1,4,54,52,0,24,22,0,0,5,70,50,0,0,0,0,0,0,0,0,0,1336.1822,1336.1822,NA,NA,2390.6366,17.384,0.5824,0.6897,0.0905,0.5816,10.6647,4.8998,12.4529,2.0141,0.3948,9.0484000000000009,0.2965
reynolds,smith-rivera,1988-06-19,518297,2018,Full Season,Spain - ACB,Gators,43,23,966.76,459,NA,61,114,99,217,40,50,6,12,80,71,0,43,23,0,0,4,85,63,0,0,0,0,0,0,0,0,0,1770.7506,1770.7506,NA,NA,3235.3985,19.766,0.6501,0.6556,0.1511,1.526,8.7732,5.3499,12.4389,1.5787,0.3735,10.8586,3.731
reynolds,smith-rivera,1988-06-19,518297,2019,Full Season,EuroLeague,Gators,27,16,671.62,274,NA,30,59,61,161,31,39,1,10,46,48,0,28,23,0,0,3,50,39,0,0,0,0,0,0,0,0,0,1186.7409,1186.7409,NA,NA,2341.2556,19.1807,0.5777,0.7318,0.1773,2.4219,9.4134,5.6956,11.2653,2.3876,0.1169,10.5597,1.2055
